"
"odmiana,0.0112"
"oznaczać,0.0099"
"właściwy,0.0097"
"
grunio/9.txt,"
"drewniany,0.008"
"model,0.008"
"przebierać,0.008"
"kwas,0.0057"
"paśnik,0.0056"
"pokarm,0.0052"
"miska,0.0052"
"kwestia,0.0051"
"zabraknąć,0.0051"
"poważny,0.0051"
"
grunio/2.txt,"
"lata,0.009"
"rasowy,0.0081"
"około,0.0081"
"utrzymanie,0.0074"
"minimum,0.0069"
"ściółka,0.0069"
"osiągać,0.0069"
"norma,0.0069"
"kupno,0.0069"
"ruchliwy,0.0069"
"
grunio/7.txt,"
"liczyć,0.0084"
"ktoś,0.0077"
"czynnik,0.0072"
"rozetka,0.0072"
"dożycie,0.0072"
"pełnia,0.0062"
"abisyński,0.0062"
"przed,0.0061"
"nawet,0.0052"
"zwykle,0.0051"
"
grunio/20.txt,"
"organizacja,0.0126"
"hodowca,0.0063"
"hodowla,0.006"
"dziwny,0.0058"
"powrotny,0.0058"
"pasażer,0.0058"
"legalnie,0.0058"
"wystawianie,0.0058"
"zapisać,0.0058"
"polecieć,0.0058"
"
grunio/38.txt,"
"tuczyć,0.0184"
"zielenina,0.0095"
"powodować,0.0093"
"wzdęcie,0.0087"
"rzodkiewka,0.0074"
"kamienica,0.0074"
"nerkowy,0.0074"
"ziółko,0.0074"
"kapustny,0.0074"
"łyżka,0.0074"
"
grunio/17.txt,"
"świeży,0.0108"
"gdyż,0.0101"
"dobry,0.0076"
"truskawka,0.007"
"dynia,0.007"
"wzmocnić,0.007"
"stuprocentowy,0.007"
"wywołać,0.007"
"ziemniak,0.007"
"korzenić się,0.007"
"
grunio/19.txt,"
"zwłaszcza,0.015"
"ból,0.01"
"sprawić,0.009"
"zwrócić,0.009"
"delikatnie,0.009"
"czesanie,0.009"
"wybieg,0.0086"
"warta,0.0077"
"uważać,0.007"
"pomyśleć,0.007"
"
grunio/29.txt,"
"złoty,0.0164"
"królik,0.0145"
"wywołujący,0.0135"
"zwrócić,0.0106"
"kawa,0.0101"
"moment,0.0082"
"generalnie,0.0082"
"koc,0.0082"
"pierwotniak,0.0082"
"potomstwo,0.0082"
"
grunio/34.txt,"
"łączenie,0.0112"
"połączyć,0.0107"
"nowy,0.0102"
"spotkanie,0.0094"
"zostawić,0.0094"
"hierarchia,0.0071"
"zgodność,0.0071"
"charakter,0.007"
"próba,0.0062"
"ręcznik,0.0056"
"
grunio/40.txt,"
"by,0.0169"
"brzuszek,0.0168"
"wyglądać,0.0163"
"płeć,0.0153"
"rozpoznawać,0.0138"
"oko,0.0098"
"ręka,0.0085"
"narząd,0.0085"
"lecz,0.0084"
"znajomość,0.0084"
"
grunio/11.txt,"
"poszczególny,0.011"
"wśród,0.0079"
"charakter,0.0073"
"popularny,0.0073"
"ciało,0.0067"
"wywodzić,0.0067"
"składany,0.0067"
"pisnąć,0.0067"
"zlokalizowany,0.0067"
"wstecz,0.0067"
"
grunio/27.txt,"
"krzyżówka,0.0207"
"rozeta,0.0207"
"abisyński,0.0181"
"rasa,0.0138"
"sierść,0.0129"
"krótkowłosy,0.0118"
"stanowić,0.0108"
"odmiana,0.0091"
"kończyna,0.0084"
"pozbawiony,0.0084"
"
grunio/8.txt,"
"konieczny,0.0085"
"przestrzeń,0.0085"
"trzymać,0.0079"
"zacieniony,0.0073"
"konflikt,0.0073"
"przejawiać,0.0073"
"terytorialny,0.0073"
"cieplny,0.0073"
"zgoda,0.0073"
"udar,0.0073"
"
grunio/28.txt,"
"podściółka,0.0101"
"oswoić,0.0083"
"wówczas,0.0073"
"bądź,0.0065"
"kawa,0.0062"
"klatka,0.0056"
"dość,0.0055"
"ręka,0.0051"
"rozmawiać,0.0051"
"zawieszać,0.0051"
"
grunio/25.txt,"
"ponadto,0.0085"
"lokum,0.0085"
"codzienny,0.0071"
"narażać,0.0066"
"jama,0.0066"
"aranżacja,0.0066"
"aktywny,0.0066"
"usytuowanie,0.0066"
"wygodny,0.0066"
"komfort,0.0066"
"
grunio/39.txt,"
"pomóc,0.0127"
"podać,0.0126"
"osowiały,0.0117"
"widać,0.0117"
"lek,0.0117"
"weto,0.0117"
"dokarmiać,0.0117"
"układ,0.0102"
"zaparcie,0.0096"
"infekcja,0.0096"
"
grunio/30.txt,"
"zdrowo,0.0093"
"jeżeli,0.0068"
"długo,0.0067"
"życie,0.0064"
"pamiętać,0.0064"
"poród,0.0062"
"rozmnażanie,0.0062"
"lenistwo,0.0062"
"brak,0.0058"
"łap,0.0051"
"
grunio/32.txt,"
"idealny,0.0126"
"pogłaskać,0.0117"
"czysta,0.01"
"miska,0.0094"
"samica,0.0092"
"zrobić,0.0084"
"początek,0.0077"
"trawa,0.0072"
"pozostać,0.0071"
"kartonowy,0.0071"
"
grunio/36.txt,"
"łazienkowy,0.0123"
"firma,0.0107"
"wierzch,0.01"
"pozbyć się,0.01"
"pazurek,0.0088"
"żwirek,0.0088"
"pinia,0.0082"
"spód,0.0082"
"tyłeczek,0.0072"
"wiór,0.0072"
"
grunio/3.txt,"
"natura,0.0131"
"okruszek,0.0101"
"spadek,0.0101"
"płuco,0.0101"
"żywieniowy,0.0101"
"oskrzela,0.0101"
"wyjątkowy,0.0101"
"odkryć,0.0101"
"słodki,0.0101"
"komunikatywny,0.0101"
"
grunio/37.txt,"
"witamina,0.0391"
"dostawać,0.0187"
"kropla,0.0164"
"płyn,0.0152"
"dziąsło,0.0152"
"owoc,0.0117"
"brak,0.0107"
"bogaty,0.0089"
"bezpośrednio,0.0076"
"przesilenie,0.0076"
"
grunio/45.txt,"
"łączenie,0.0074"
"połączyć,0.0071"
"nowy,0.0067"
"zostawić,0.0062"
"próba,0.0062"
"hierarchia,0.0047"
"zwierzątko,0.0047"
"niepotrzebnie,0.0047"
"zgodność,0.0047"
"charakter,0.0047"
"
grunio/35.txt,"
"oswajanie,0.0148"
"plastikowy,0.012"
"półeczka,0.012"
"płaski,0.0098"
"my,0.0062"
"roznosić,0.006"
"dobra,0.006"
"nieufny,0.006"
"chyba,0.006"
"odwdzięczyć się,0.006"
"
grunio/4.txt,"
"leczenie,0.0146"
"zboże,0.0146"
"opiec,0.0146"
"oddać,0.0089"
"rodzic,0.0089"
"diagnostyka,0.0089"
"marzyć,0.0089"
"prosię się,0.0089"
"specjalizujący,0.0089"
"rada,0.0089"
"
grunio/43.txt,"
"prawidłowy,0.0152"
"stal,0.0127"
"funkcjonowanie,0.0127"
"witamina,0.0121"
"traktowany,0.0103"
"mikroelement,0.0103"
"spożywać,0.0103"
"zapobiegać,0.0085"
"pomocny,0.0085"
"schorzenie,0.0085"
"
grunio/14.txt,"
"dłoń,0.0098"
"reagować,0.0098"
"niski,0.0098"
"koszt,0.0097"
"kto,0.0086"
"gdy,0.0069"
"ramię,0.006"
"niebezpieczeństwo,0.006"
"dokonanie,0.006"
"dusza,0.006"
"
grunio/22.txt,"
"mniej,0.0069"
"pupil,0.0066"
"zwierzak,0.0066"
"ziarno,0.0063"
"dźwięk,0.0063"
"my,0.0055"
"obiad,0.0053"
"orientacja,0.0053"
"żółty,0.0053"
"dokładniej,0.0053"
"
grunio/24.txt,"
"zatroszczyć się,0.0097"
"potrzebować,0.0094"
"usunąć,0.008"
"szampon,0.008"
"gryzonie,0.0072"
"sympatyczny,0.007"
"drobne,0.007"
"menu,0.0063"
"skóra,0.0053"
"łatwo,0.0049"
"
grunio/46.txt,"
"plastikowy,0.0095"
"klatka,0.0079"
"nadawać,0.0077"
"dach,0.0068"
"nasi,0.0061"
"mieszkanie,0.0051"
"kuweta,0.0047"
"dezorientacja,0.0047"
"leżeć,0.0047"
"ulubieniec,0.0047"
