"
"technik,0.0086"
"drogowy,0.0078"
"prawo,0.0067"
"zdarzać,0.0065"
"kurs,0.0064"
"
pierdoly/52.txt,"
"dziecko,0.0205"
"karmienie,0.0188"
"położna,0.0188"
"pierś,0.0164"
"wizyta,0.0164"
"tydzień,0.015"
"noworodek,0.0147"
"karmiony,0.0091"
"pępowina,0.0091"
"kontrolować,0.0091"
"
pierdoly/60.txt,"
"klient,0.0512"
"automatyzacja,0.0331"
"sklep,0.0271"
"automat,0.0151"
"treść,0.0149"
"produkt,0.0146"
"praktyka,0.0124"
"narzędzie,0.0121"
"obsługa,0.0121"
"zakup,0.0099"
"
pierdoly/89.txt,"
"ser,0.0496"
"mleko,0.0296"
"domowy,0.0148"
"twaróg,0.0114"
"nabiał,0.0092"
"indyjski,0.0092"
"krowi,0.0092"
"ocet,0.0092"
"biały,0.0089"
"naczynia,0.0076"
"
pierdoly/72.txt,"
"studia,0.0342"
"uczelnia,0.0249"
"kierunek,0.0187"
"rekrutacja,0.0143"
"opłata,0.0139"
"rejestracja,0.0114"
"kandydat,0.0114"
"nabór,0.0104"
"wynik,0.0091"
"dokonać,0.0086"
"
pierdoly/97.txt,"
"chleb,0.0763"
"wypiek,0.0242"
"wypiekać,0.0166"
"wschód,0.0099"
"ciasto,0.0081"
"chłopak,0.0081"
"ślub,0.0081"
"dzisiaj,0.0071"
"smaczny,0.0066"
"chlebek,0.0066"
"
pierdoly/87.txt,"
"obserwator,0.0129"
"transcendentalny,0.0129"
"czas,0.0122"
"źródło,0.0111"
"absolutny,0.0093"
"świadomość,0.0093"
"czasoprzestrzeń,0.0086"
"filozof,0.0086"
"fizyka,0.0086"
"strumień,0.0086"
"
pierdoly/65.txt,"
"dziecko,0.0136"
"otoczenie,0.0091"
"motywacja,0.0079"
"poczucie,0.0074"
"wtedy,0.0066"
"wobec,0.0052"
"autoagresja,0.0052"
"cierpienie,0.0052"
"depresja,0.0046"
"swoje,0.0041"
"
pierdoly/99.txt,"
"sport,0.061"
"starożytny,0.0273"
"sportowy,0.0182"
"zorganizowany,0.0166"
"wydarzenie,0.0159"
"gra,0.0159"
"reformacja,0.0111"
"rewolucja,0.0111"
"olimpijski,0.0111"
"przemysłowy,0.0111"
"
pierdoly/66.txt,"
"pustynia,0.0336"
"roślina,0.0152"
"woda,0.0106"
"zdecydowanie,0.0096"
"tam,0.0093"
"warunek,0.0087"
"pełny,0.008"
"kaktus,0.0074"
"gorąco,0.0074"
"skutecznie,0.0061"
"
pierdoly/90.txt,"
"rydz,0.0909"
"mleczaj,0.0606"
"grzyb,0.0304"
"pomarańczowy,0.0303"
"kapelusz,0.0149"
"cecha,0.0149"
"jadalny,0.0149"
"las,0.013"
"rozpoznawczy,0.0121"
"świerkowy,0.0121"
"
pierdoly/88.txt,"
"ręka,0.0469"
"mycie,0.0201"
"higiena,0.0163"
"grypa,0.0163"
"potwierdzić,0.0134"
"bakteria,0.0134"
"zakażenie,0.0117"
"bagatelizować,0.0082"
"zakażanie,0.0082"
"odwiedzający,0.0082"
"
pierdoly/80.txt,"
"otępienie,0.0216"
"choroba,0.016"
"chora,0.0157"
"funkcja,0.0141"
"poznawczy,0.0131"
"wczesny,0.0126"
"zespół,0.0095"
"leczenie,0.0089"
"rozpoznanie,0.0085"
"zaburzenia,0.0084"
"
pierdoly/94.txt,"
"wojna,0.0492"
"pan,0.0196"
"przegrać,0.0147"
"płacić,0.0121"
"przekonać,0.0105"
"społeczeństwo,0.0098"
"reżim,0.0098"
"spadek,0.0081"
"rosyjski,0.0081"
"tak,0.0072"
"
pierdoly/69.txt,"
"marihuana,0.0633"
"argument,0.0248"
"nielegalny,0.0181"
"legalizacja,0.0121"
"stereotyp,0.009"
"roślina,0.0088"
"rak,0.0074"
"leczyć,0.0065"
"palacz,0.006"
"susz,0.006"
"
pierdoly/57.txt,"
"królestwo,0.0276"
"utworzyć,0.0192"
"konstytucja,0.0158"
"niezależność,0.0128"
"księstwo,0.0128"
"car,0.0105"
"wojsko,0.0105"
"powstanie,0.0105"
"minister,0.0105"
"listopadowy,0.0105"
"
pierdoly/75.txt,"
"kosmiczny,0.0156"
"obiekt,0.0136"
"świetlny,0.0127"
"śmiecić,0.0127"
"krater,0.0127"
"sprzed,0.0104"
"glob,0.0104"
"międzynarodowy,0.0104"
"ziemia,0.0095"
"znajdować,0.0095"
"
pierdoly/96.txt,"
"chleb,0.0643"
"wypiekać,0.0146"
"mąka,0.0117"
"zapewnić,0.0107"
"piec,0.0088"
"tradycja,0.0088"
"skórka,0.0071"
"głód,0.0071"
"chlebowy,0.0071"
"kanapka,0.0071"
"
pierdoly/62.txt,"
"konfident,0.0386"
"wykop,0.0225"
"papier,0.0193"
"zeznanie,0.0129"
"temat,0.0118"
"pobić,0.0097"
"zawodnik,0.0079"
"użytkownik,0.0079"
"policja,0.0069"
"pojedynek,0.0064"
"
pierdoly/98.txt,"
"obuwie,0.0547"
"but,0.035"
"sandał,0.0182"
"około,0.0157"
"stop,0.015"
"wydłużony,0.0122"
"moda,0.0122"
"zadarty,0.0122"
"szpic,0.0122"
"obcas,0.0122"
"
pierdoly/74.txt,"
"opad,0.0127"
"wokół,0.0127"
"kosmiczny,0.0127"
"planet,0.0111"
"wszechświat,0.0111"
"fala,0.0103"
"planeta,0.0103"
"obrót,0.0103"
"tam,0.0103"
"radiowy,0.0103"
"
pierdoly/70.txt,"
"biegunka,0.0704"
"lek,0.0164"
"rozkurczowy,0.014"
"pokarm,0.012"
"zwykle,0.011"
"organizm,0.0108"
"przyjmowany,0.0093"
"nadwrażliwość,0.0093"
"recepta,0.0093"
"skurcz,0.0093"
"
pierdoly/76.txt,"
"dziecko,0.0235"
"utracony,0.0144"
"rana,0.0139"
"rodzic,0.0134"
"świeży,0.0118"
"świat,0.0083"
"dobro,0.0083"
"swoja,0.0083"
"tęsknota,0.0072"
"osierocony,0.0072"
"
pierdoly/77.txt,"
"połknąć,0.0209"
"modny,0.0139"
"połykanie,0.0139"
"tkwić,0.0139"
"plastikowy,0.0139"
"kapsułka,0.0139"
"lizak,0.0139"
"śmiech,0.0139"
"przełyk,0.0139"
"odczyn,0.0139"
"
pierdoly/64.txt,"
"moderna,0.0118"
"gracz,0.0088"
"spluwa,0.0088"
"operator,0.0088"
"mocno,0.0063"
"rozczarować,0.0059"
"strzelać,0.0059"
"rozgrywka,0.0059"
"zaledwie,0.0059"
"zdobycie,0.0059"
"
pierdoly/83.txt,"
"młodzież,0.027"
"dziecko,0.0269"
"psychiczny,0.0197"
"samobójczy,0.0162"
"psychiatra,0.0154"
"zaburzenia,0.0151"
"brakować,0.0132"
"depresyjny,0.0132"
"autoagresja,0.0108"
"wolny,0.0108"
"
pierdoly/92.txt,"
"polski,0.0425"
"mieszek,0.0186"
"podręcznik,0.0186"
"państwo,0.0186"
"historyczny,0.0153"
"historia,0.0135"
"wojna,0.0133"
"książka,0.0133"
"czytelnik,0.0124"
"chrobry,0.0124"
"
pierdoly/59.txt,"
"chan,0.0396"
"platforma,0.0166"
"jej,0.0153"
"komiks,0.0099"
"post,0.0099"
"sierpień,0.0085"
"portal,0.0081"
"więzienie,0.0081"
"ona,0.0072"
"kobieta,0.0071"
"
pierdoly/100.txt,"
"szkło,0.032"
"szklany,0.032"
"szkła,0.0263"
"produkcja,0.0263"
"technologia,0.016"
"wyrób,0.0131"
"huta,0.012"
"surowiec,0.012"
"odnaleziony,0.012"
"warsztat,0.0099"
"
pierdoly/61.txt,"
"impreza,0.0294"
"firmowy,0.0221"
"atrakcja,0.0123"
"uczestnik,0.0106"
"pokaz,0.0098"
"występ,0.0098"
"pracownik,0.0088"
"organizować,0.0074"
"pracodawca,0.0074"
"cieszyć,0.006"
"
pierdoly/81.txt,"
"depresja,0.0345"
"zgon,0.0196"
"ryzyko,0.0161"
"genetyczny,0.0157"
"choroba,0.0143"
"proca,0.0115"
"umiarkowany,0.0113"
"naczyniowy,0.0113"
"zapalenie,0.0101"
"łagodny,0.0101"
"
pierdoly/53.txt,"
"kąpiel,0.0266"
"karmienie,0.0228"
"dziecko,0.017"
"noworodek,0.0149"
"mleko,0.0149"
"specjalistyczny,0.0133"
"pierś,0.0133"
"maluch,0.0099"
"reagować,0.0076"
"skład,0.0076"
